title,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,studio,aired_from,aired_to,year,start_season,date_aired,duration_minutes,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,NA,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,Average Rank of Related,Adaptation,Sequel,Side story,Alternative version,Prequel,Summary,Other,Spin-off,Alternative setting,Character,Parent story,Full story
Inu x Boku SS,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.63,139250.0,1274.0,231.0,283882.0,2809.0,SmallStudio,2012-01-13 00:00:00,2012-03-30 00:00:00,2012.0,Winter,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1145.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seto no Hanayome,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,7.89,91206.0,727.0,366.0,204003.0,2579.0,Gonzo,2007-04-02 00:00:00,2007-10-01 00:00:00,2007.0,Spring,182 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shugo Chara!! Doki,TV,Manga,51.0,Finished Airing,False,PG - Children,7.55,37129.0,1508.0,1173.0,70127.0,802.0,Satelight,2008-10-04 00:00:00,2009-09-25 00:00:00,2008.0,Fall,356 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princess Tutu,TV,Original,38.0,Finished Airing,False,PG-13 - Teens 13 or older,8.21,36501.0,307.0,916.0,93312.0,3344.0,SmallStudio,2002-08-16 00:00:00,2003-05-23 00:00:00,2002.0,Summer,280 days 00:00:00,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakuman. 3rd Season,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.67,107767.0,50.0,426.0,182765.0,2082.0,J.C.Staff,2012-10-06 00:00:00,2013-03-30 00:00:00,2012.0,Fall,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.75,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Yume-iro Pâtissière,TV,Manga,50.0,Finished Airing,False,G - All Ages,8.03,21618.0,526.0,1630.0,45625.0,826.0,SmallStudio,2009-10-04 00:00:00,2010-09-26 00:00:00,2009.0,Fall,357 days 00:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ultra Maniac,TV,Manga,26.0,Finished Airing,False,G - All Ages,7.26,9663.0,2594.0,2490.0,22778.0,122.0,Production Reed,2003-05-20 00:00:00,2003-11-11 00:00:00,2003.0,Spring,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shakugan no Shana II (Second),TV,Light novel,24.0,Finished Airing,False,PG-13 - Teens 13 or older,7.72,126085.0,1066.0,332.0,220591.0,1075.0,J.C.Staff,2007-10-05 00:00:00,2008-03-28 00:00:00,2007.0,Fall,175 days 00:00:00,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2333.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Nodame Cantabile: Paris-hen,TV,Manga,11.0,Finished Airing,False,PG-13 - Teens 13 or older,8.24,53908.0,281.0,988.0,85660.0,282.0,J.C.Staff,2008-10-10 00:00:00,2008-12-19 00:00:00,2008.0,Fall,70 days 00:00:00,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ouran Koukou Host Club,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,8.34,335137.0,205.0,69.0,538843.0,24072.0,Bones,2006-04-05 00:00:00,2006-09-27 00:00:00,2006.0,Spring,175 days 00:00:00,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junjou Romantica 2,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.15,66565.0,374.0,799.0,108186.0,1123.0,Studio Deen,2008-10-12 00:00:00,2008-12-28 00:00:00,2008.0,Fall,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.6666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaichou wa Maid-sama!,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,8.2,315130.0,314.0,71.0,531292.0,14436.0,J.C.Staff,2010-04-02 00:00:00,2010-09-24 00:00:00,2010.0,Spring,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.6666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sekaiichi Hatsukoi 2,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.23,53285.0,288.0,945.0,89543.0,726.0,Studio Deen,2011-10-08 00:00:00,2011-12-24 00:00:00,2011.0,Fall,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.33333333333334,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonari no Kaibutsu-kun,TV,Manga,13.0,Finished Airing,False,PG-13 - Teens 13 or older,7.71,281448.0,1093.0,88.0,482105.0,4064.0,Brain&#039;s Base,2012-10-02 00:00:00,2012-12-25 00:00:00,2012.0,Fall,84 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bleach,TV,Manga,366.0,Finished Airing,False,PG-13 - Teens 13 or older,7.9,433097.0,693.0,18.0,819284.0,40718.0,Studio Pierrot,2004-10-05 00:00:00,2012-03-27 00:00:00,2004.0,Fall,2730 days 00:00:00,24.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2155.25,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chobits,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,7.53,175388.0,1546.0,188.0,317641.0,3271.0,Madhouse,2002-04-03 00:00:00,2002-09-25 00:00:00,2002.0,Spring,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723.6666666666665,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimi ni Todoke,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.13,212710.0,400.0,111.0,417136.0,8041.0,Production I.G,2009-10-07 00:00:00,2010-03-31 00:00:00,2009.0,Fall,175 days 00:00:00,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.6666666666667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Naruto: Shippuuden,TV,Manga,500.0,Finished Airing,False,PG-13 - Teens 13 or older,8.18,385179.0,337.0,20.0,794112.0,42846.0,Studio Pierrot,2007-02-15 00:00:00,2017-03-23 00:00:00,2007.0,Winter,3689 days 00:00:00,23.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1110.6666666666667,3.0,2.0,8.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Ranma ½,TV,Manga,161.0,Finished Airing,False,R+ - Mild Nudity,7.85,59911.0,802.0,623.0,134537.0,2742.0,Studio Deen,1989-04-15 00:00:00,1992-09-25 00:00:00,1989.0,Spring,1259 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,1.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Toradora!,TV,Light novel,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.39,557898.0,174.0,13.0,910373.0,35322.0,J.C.Staff,2008-10-02 00:00:00,2009-03-26 00:00:00,2008.0,Fall,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakuman. 2nd Season,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.49,122090.0,108.0,374.0,201720.0,1023.0,J.C.Staff,2011-10-01 00:00:00,2012-03-24 00:00:00,2011.0,Fall,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gakuen Alice,TV,Manga,26.0,Finished Airing,False,G - All Ages,7.77,33244.0,941.0,1291.0,62951.0,1403.0,SmallStudio,2004-10-30 00:00:00,2005-05-14 00:00:00,2004.0,Fall,196 days 00:00:00,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,941.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skip Beat!,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.24,90699.0,282.0,488.0,164738.0,4668.0,SmallStudio,2008-10-06 00:00:00,2009-03-30 00:00:00,2008.0,Fall,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chihayafuru 2,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.47,62720.0,116.0,757.0,114340.0,1116.0,Madhouse,2013-01-12 00:00:00,2013-06-29 00:00:00,2013.0,Winter,168 days 00:00:00,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.6666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shounen Onmyouji,TV,Light novel,26.0,Finished Airing,False,PG-13 - Teens 13 or older,7.68,14619.0,1158.0,1793.0,39422.0,274.0,Studio Deen,2006-10-03 00:00:00,2007-03-13 00:00:00,2006.0,Fall,161 days 00:00:00,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chihayafuru,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.29,89081.0,246.0,348.0,213902.0,4524.0,Madhouse,2011-10-05 00:00:00,2012-03-28 00:00:00,2011.0,Fall,175 days 00:00:00,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Itazura na Kiss,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,7.7,91187.0,1108.0,473.0,170224.0,2632.0,TMS Entertainment,2008-04-05 00:00:00,2008-09-25 00:00:00,2008.0,Spring,173 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beelzebub,TV,Manga,60.0,Finished Airing,False,PG-13 - Teens 13 or older,8.02,136105.0,528.0,208.0,302082.0,3785.0,SmallStudio,2011-01-09 00:00:00,2012-03-25 00:00:00,2011.0,Winter,441 days 00:00:00,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1505.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hanasakeru Seishounen,TV,Manga,39.0,Finished Airing,False,PG-13 - Teens 13 or older,7.87,16772.0,753.0,1654.0,44633.0,500.0,Studio Pierrot,2009-04-05 00:00:00,2010-02-14 00:00:00,2009.0,Spring,315 days 00:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SKET Dance,TV,Manga,77.0,Finished Airing,False,PG-13 - Teens 13 or older,8.33,44132.0,213.0,646.0,130264.0,2474.0,Tatsunoko Production,2011-04-07 00:00:00,2012-09-27 00:00:00,2011.0,Spring,539 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
B-gata H-kei,TV,4-koma manga,12.0,Finished Airing,False,R+ - Mild Nudity,7.1,142827.0,3193.0,285.0,244791.0,1641.0,SmallStudio,2010-04-02 00:00:00,2010-06-18 00:00:00,2010.0,Spring,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruits Basket,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,7.77,167968.0,939.0,222.0,292572.0,7579.0,Studio Deen,2001-07-05 00:00:00,2001-12-27 00:00:00,2001.0,Summer,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.6666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Saiunkoku Monogatari,TV,Light novel,39.0,Finished Airing,False,PG-13 - Teens 13 or older,8.04,23467.0,512.0,1313.0,61739.0,1059.0,Madhouse,2006-04-08 00:00:00,2007-02-24 00:00:00,2006.0,Spring,322 days 00:00:00,25.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.6666666666665,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Glass no Kamen (2005),TV,Manga,51.0,Finished Airing,False,G - All Ages,8.18,7348.0,333.0,2523.0,22123.0,365.0,SmallStudio,2005-04-06 00:00:00,2006-03-29 00:00:00,2005.0,Spring,357 days 00:00:00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air Gear,TV,Manga,25.0,Finished Airing,False,R+ - Mild Nudity,7.64,126326.0,1233.0,297.0,235764.0,3254.0,Toei Animation,2006-04-05 00:00:00,2006-09-27 00:00:00,2006.0,Spring,175 days 00:00:00,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.875,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Saiunkoku Monogatari 2nd Season,TV,Light novel,39.0,Finished Airing,False,PG-13 - Teens 13 or older,8.16,11924.0,362.0,2233.0,27481.0,201.0,Madhouse,2007-04-07 00:00:00,2008-03-08 00:00:00,2007.0,Spring,336 days 00:00:00,25.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6380.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InuYasha,TV,Manga,167.0,Finished Airing,False,PG-13 - Teens 13 or older,7.9,181978.0,697.0,141.0,371313.0,12282.0,Sunrise,2000-10-16 00:00:00,2004-09-13 00:00:00,2000.0,Fall,1428 days 00:00:00,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,683.3333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chu-Bra!!,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,6.3,16688.0,6380.0,1858.0,37256.0,48.0,Zexcs,2010-01-04 00:00:00,2010-03-22 00:00:00,2010.0,Winter,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
